0.095795,0.086014,0.083084,0.086014,0.074295,0.094818,0.060608,0.003906,0.075272,0.008804,0.002930,0.003906,0.008804,0.068420,0.043015,0.006836,0.005859,0.093842,0.120239,0.040085,0.098724,0.105576,0.029327,0.077225,0.087982,0.109482,0.113388,0.022476,0.104599,0.127075,0.136856,0.043015,0.090912,0.115341,0.107529,0.085037,0.091888,0.109482,0.067444,0.035187,0.038116,0.132935,0.086014,0.060608,0.102631,0.116318,0.127075,0.068420,0.078201,0.097748,0.074295,0.089935,0.081131,0.104599,0.074295,0.006836,0.011734,0.101654,0.014664,0.082108,0.028351,0.004883,0.005859,0.003906,0.095795,0.041061,0.092865,0.067444,0.008804,0.025421,0.107529,0.041061,0.087982,0.097748,0.011734,0.024445,0.054733,0.008804,0.029327,0.070374,0.069397,0.011734,0.002930,0.005859,0.004883,0.015640,0.031281,0.030304,0.006836,0.133911,0.015640,0.084061,0.283478,0.006836,0.084061,0.018570,0.000977,0.043015,0.040085,0.033234
0.103622,0.092865,0.086014,0.094818,0.075272,0.106552,0.071350,0.004883,0.086990,0.007812,0.006836,0.002930,0.007812,0.080154,0.046921,0.002930,0.010757,0.105576,0.151520,0.051804,0.115341,0.123169,0.042038,0.105576,0.115341,0.140762,0.167160,0.030304,0.136856,0.188660,0.177902,0.055725,0.108505,0.171066,0.154449,0.094818,0.109482,0.130005,0.085037,0.051804,0.043991,0.175949,0.110458,0.085037,0.122192,0.165192,0.185730,0.092865,0.097748,0.125122,0.120239,0.109482,0.115341,0.141739,0.077225,0.014664,0.019547,0.121216,0.028351,0.087982,0.031281,0.010757,0.008804,0.010757,0.124146,0.058655,0.117294,0.077225,0.014664,0.030304,0.115341,0.053757,0.109482,0.110458,0.015640,0.038116,0.070374,0.008804,0.034210,0.087982,0.076248,0.006836,0.005859,0.009781,0.013687,0.018570,0.034210,0.032257,0.009781,0.154449,0.016617,0.096771,0.326492,0.004883,0.107529,0.021500,0.002930,0.054733,0.031281,0.041061
0.104599,0.112411,0.100677,0.099701,0.088959,0.124146,0.085037,0.001953,0.096771,0.006836,0.005859,0.005859,0.008804,0.078201,0.047897,0.008804,0.010757,0.109482,0.150528,0.048874,0.118271,0.116318,0.027374,0.094818,0.102631,0.140762,0.135880,0.024445,0.105576,0.143692,0.146622,0.048874,0.100677,0.137833,0.121216,0.095795,0.117294,0.130005,0.079178,0.037140,0.039093,0.145645,0.109482,0.078201,0.134888,0.135880,0.150528,0.086990,0.092865,0.123169,0.091888,0.106552,0.096771,0.128052,0.103622,0.008804,0.013687,0.124146,0.017593,0.104599,0.026398,0.010757,0.004883,0.007812,0.110458,0.046921,0.112411,0.078201,0.012711,0.031281,0.125122,0.049850,0.113388,0.119263,0.017593,0.031281,0.073318,0.012711,0.025421,0.080154,0.078201,0.012711,0.003906,0.009781,0.008804,0.014664,0.035187,0.033234,0.011734,0.163239,0.020523,0.093842,0.345062,0.007812,0.093842,0.027374,0.000000,0.059631,0.025421,0.043015
0.122192,0.115341,0.112411,0.107529,0.090912,0.120239,0.078201,0.003906,0.102631,0.011734,0.012711,0.006836,0.009781,0.091888,0.047897,0.006836,0.011734,0.119263,0.157379,0.041061,0.120239,0.129028,0.036163,0.096771,0.114365,0.131958,0.145645,0.022476,0.143692,0.153473,0.162262,0.058655,0.111435,0.145645,0.131958,0.096771,0.100677,0.128052,0.090912,0.043015,0.049850,0.156403,0.116318,0.086990,0.119263,0.137833,0.155426,0.092865,0.101654,0.121216,0.101654,0.116318,0.102631,0.137833,0.098724,0.009781,0.020523,0.129028,0.021500,0.102631,0.026398,0.012711,0.007812,0.007812,0.129028,0.046921,0.116318,0.082108,0.021500,0.034210,0.130005,0.051804,0.125122,0.112411,0.016617,0.025421,0.075272,0.015640,0.024445,0.082108,0.086014,0.010757,0.003906,0.013687,0.011734,0.019547,0.042038,0.040085,0.010757,0.173019,0.020523,0.101654,0.373413,0.006836,0.110458,0.020523,0.004883,0.058655,0.025421,0.048874
0.062561,0.059631,0.059631,0.063538,0.053757,0.070374,0.043015,0.000977,0.066467,0.007812,0.004883,0.001953,0.004883,0.055725,0.028351,0.003906,0.008804,0.065491,0.084061,0.026398,0.065491,0.072342,0.016617,0.054733,0.063538,0.076248,0.089935,0.011734,0.072342,0.086014,0.089935,0.026398,0.059631,0.087982,0.071350,0.063538,0.061584,0.072342,0.048874,0.017593,0.021500,0.086990,0.053757,0.040085,0.062561,0.082108,0.080154,0.043991,0.051804,0.072342,0.050827,0.060608,0.060608,0.082108,0.061584,0.007812,0.010757,0.076248,0.015640,0.062561,0.024445,0.004883,0.004883,0.011734,0.080154,0.024445,0.060608,0.050827,0.010757,0.015640,0.072342,0.032257,0.081131,0.072342,0.010757,0.017593,0.042038,0.004883,0.019547,0.046921,0.048874,0.008804,0.003906,0.004883,0.004883,0.013687,0.023453,0.020523,0.005859,0.100677,0.011734,0.053757,0.218964,0.002930,0.060608,0.016617,0.002930,0.031281,0.018570,0.029327
0.263931,0.241440,0.227753,0.238510,0.204300,0.271744,0.176926,0.009781,0.211136,0.011734,0.009781,0.009781,0.010757,0.189636,0.100677,0.011734,0.023453,0.263931,0.321594,0.074295,0.267838,0.257080,0.060608,0.201370,0.235580,0.298141,0.270767,0.044968,0.231674,0.306931,0.319641,0.100677,0.219940,0.294235,0.277603,0.205276,0.245346,0.269791,0.171066,0.083084,0.078201,0.329422,0.234604,0.155426,0.260010,0.288361,0.317688,0.194519,0.204300,0.251221,0.195496,0.215057,0.207230,0.274673,0.213089,0.016617,0.030304,0.275650,0.033234,0.228729,0.044968,0.012711,0.013687,0.012711,0.245346,0.087982,0.238510,0.190613,0.031281,0.059631,0.298141,0.092865,0.257080,0.276627,0.019547,0.032257,0.141739,0.015640,0.039093,0.159332,0.174973,0.019547,0.013687,0.018570,0.018570,0.038116,0.078201,0.068420,0.014664,0.361679,0.026398,0.219940,0.768311,0.013687,0.217010,0.051804,0.007812,0.100677,0.108505,0.097748
0.285431,0.262955,0.259033,0.259033,0.238510,0.302048,0.198441,0.010757,0.257080,0.015640,0.018570,0.006836,0.011734,0.216034,0.112411,0.012711,0.021500,0.286407,0.360703,0.077225,0.284454,0.290314,0.083084,0.232651,0.269791,0.321594,0.347015,0.056702,0.302048,0.387085,0.390030,0.110458,0.235580,0.372421,0.335281,0.210159,0.255127,0.289337,0.190613,0.086014,0.101654,0.384155,0.243393,0.198441,0.277603,0.338211,0.382202,0.208206,0.227753,0.301071,0.234604,0.245346,0.239487,0.325516,0.219940,0.022476,0.026398,0.353851,0.038116,0.253174,0.047897,0.018570,0.009781,0.011734,0.311829,0.117294,0.260010,0.202347,0.033234,0.061584,0.326492,0.124146,0.320618,0.305954,0.025421,0.053757,0.173019,0.011734,0.057678,0.209183,0.216034,0.013687,0.013687,0.024445,0.018570,0.040085,0.074295,0.073318,0.017593,0.400772,0.027374,0.238510,0.876816,0.012711,0.267838,0.049850,0.003906,0.105576,0.088959,0.099701
0.273697,0.251221,0.232651,0.241440,0.196472,0.269791,0.173996,0.009781,0.224823,0.018570,0.016617,0.010757,0.006836,0.185730,0.111435,0.010757,0.021500,0.247314,0.304001,0.078201,0.259033,0.261978,0.059631,0.211136,0.232651,0.291290,0.266861,0.056702,0.226776,0.298141,0.316711,0.097748,0.207230,0.299118,0.263931,0.204300,0.234604,0.272720,0.164215,0.085037,0.078201,0.315735,0.230698,0.155426,0.242416,0.283478,0.293243,0.187683,0.211136,0.248291,0.178879,0.217987,0.210159,0.282501,0.210159,0.016617,0.036163,0.276627,0.031281,0.234604,0.046921,0.014664,0.012711,0.011734,0.232651,0.080154,0.228729,0.180832,0.039093,0.064514,0.298141,0.101654,0.291290,0.278595,0.021500,0.051804,0.140762,0.019547,0.047897,0.162262,0.170090,0.017593,0.013687,0.023453,0.020523,0.036163,0.077225,0.074295,0.016617,0.369492,0.027374,0.222870,0.780045,0.009781,0.219940,0.053757,0.006836,0.105576,0.062561,0.096771
0.216034,0.204300,0.210159,0.197449,0.176926,0.222870,0.139786,0.007812,0.206253,0.011734,0.013687,0.008804,0.011734,0.171066,0.083084,0.006836,0.017593,0.197449,0.265884,0.062561,0.191589,0.234604,0.051804,0.180832,0.211136,0.221893,0.243393,0.041061,0.211136,0.272720,0.275650,0.095795,0.179855,0.252197,0.214066,0.145645,0.178879,0.206253,0.133911,0.065491,0.068420,0.276627,0.174973,0.134888,0.190613,0.202347,0.260986,0.156403,0.152496,0.222870,0.149551,0.172043,0.171066,0.238510,0.170090,0.017593,0.029327,0.256104,0.029327,0.198441,0.030304,0.012711,0.012711,0.007812,0.198441,0.072342,0.178879,0.143692,0.040085,0.049850,0.242416,0.085037,0.248291,0.217987,0.019547,0.039093,0.135880,0.013687,0.042038,0.136856,0.142715,0.017593,0.010757,0.020523,0.014664,0.030304,0.063538,0.056702,0.011734,0.313782,0.022476,0.170090,0.667633,0.006836,0.192566,0.036163,0.004883,0.081131,0.045944,0.073318
0.086014,0.074295,0.080154,0.076248,0.067444,0.089935,0.061584,0.005859,0.075272,0.008804,0.003906,0.002930,0.004883,0.066467,0.036163,0.006836,0.010757,0.082108,0.104599,0.029327,0.089935,0.082108,0.015640,0.069397,0.073318,0.095795,0.090912,0.018570,0.073318,0.101654,0.106552,0.036163,0.067444,0.099701,0.091888,0.071350,0.081131,0.088959,0.053757,0.033234,0.024445,0.110458,0.076248,0.045944,0.077225,0.088959,0.105576,0.058655,0.058655,0.090912,0.066467,0.068420,0.066467,0.093842,0.064514,0.006836,0.010757,0.103622,0.015640,0.077225,0.022476,0.001953,0.000977,0.002930,0.078201,0.024445,0.078201,0.054733,0.015640,0.016617,0.095795,0.033234,0.103622,0.086014,0.005859,0.020523,0.051804,0.005859,0.018570,0.054733,0.054733,0.005859,0.007812,0.005859,0.003906,0.012711,0.024445,0.026398,0.002930,0.120239,0.006836,0.068420,0.260010,0.003906,0.072342,0.014664,0.000000,0.035187,0.028351,0.026398
